merchant_id,day,txn_count,txn_volume,avg_txn_value,refund_rate,dispute_rate,category_entropy,geo_entropy,dominant_category,dominant_geo,true_drift,true_drift_any,drift_kind,archetype,n_deviant_signals,deviant_features,deviant_signal_groups,predicted_drift_ms,z_txn_count,baseline_mean_txn_count,baseline_std_txn_count,baseline_days_txn_count,z_txn_volume,baseline_mean_txn_volume,baseline_std_txn_volume,baseline_days_txn_volume,z_refund_rate,baseline_mean_refund_rate,baseline_std_refund_rate,baseline_days_refund_rate,z_dispute_rate,baseline_mean_dispute_rate,baseline_std_dispute_rate,baseline_days_dispute_rate,z_category_entropy,baseline_mean_category_entropy,baseline_std_category_entropy,baseline_days_category_entropy,z_geo_entropy,baseline_mean_geo_entropy,baseline_std_geo_entropy,baseline_days_geo_entropy,predicted_drift_static
M0002,195,162,245608.06,1516.1,0.0614282578617057,0.002130432044564,1.2894,1.5068,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.4319086837941647,156.43333333333334,12.888526847308254,60.0,0.3429148404307501,237847.14766666666,22632.185657478472,60.0,-0.46481461620190084,0.0650519257872332,0.007795942294451211,60.0,-0.04474809015846056,0.002143552279407615,0.0002932021187307484,60.0,-0.26028352006385336,1.3096233333333336,0.0776973253180695,60.0,1.1401206889088407,1.3727583333333333,0.11756796273467504,60.0,0
M0002,196,176,287430.72,1633.13,0.0668562440163327,0.0015428460229945,1.3459,1.5518,groceries,unknown_intl,0,0,none,normal,0,[],[],0,1.5118718706035161,156.83333333333334,12.677441150496184,60.0,2.2239808798625815,238706.28066666666,21908.659276038365,60.0,0.24221485988638441,0.0649652679239233,0.007807019326957839,60.0,-2.0445059242046684,0.002140265919091492,0.00029220746637327236,60.0,0.46044603122446726,1.3102866666666668,0.07734529329881831,60.0,1.5313988393248599,1.372415,0.11713800180172834,60.0,0
M0002,197,157,257113.32,1637.66,0.055356885088974,0.0020051771661985,1.2725,1.5234,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.012904040599019864,157.16666666666666,12.915851076857003,60.0,0.7768299805657354,239414.83183333333,22782.96230763075,60.0,-1.245264289444278,0.06506203094402212,0.0077936434356269966,60.0,-0.4312529769220122,0.0021347114550923766,0.0003003672921133282,60.0,-0.5207627659970324,1.312375,0.07657037446534212,60.0,1.2617527074830805,1.3736716666666666,0.11866694039595808,60.0,0
M0002,198,157,235494.52,1499.97,0.062597433294432,0.0023561960636777,1.4907,1.5972,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.020687070440264615,157.26666666666668,12.890499282472057,60.0,-0.18043331994365674,239624.36383333334,22888.476666188697,60.0,-0.32718439556402673,0.06511925992139218,0.00770766167687446,60.0,0.732996665078655,0.002140630160018255,0.0002940885189925298,60.0,2.3787051145466798,1.3102483333333335,0.07586130183314291,60.0,1.8343469876303176,1.37718,0.11994459144517171,60.0,0
M0002,199,150,253181.23,1687.87,0.0693343655639832,0.0022619638179466,1.4179,1.4519,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.5858967694313182,157.48333333333332,12.772443412850315,60.0,0.5866250616106125,239796.3805,22816.70248327125,60.0,0.5561445350496667,0.06504621619536535,0.007710494481861438,60.0,0.37847263925647145,0.0021544407916680047,0.0002840972242797513,60.0,1.3223810372194078,1.3129833333333332,0.07933920989012119,60.0,0.5807998797218036,1.3803383333333334,0.12321226151242272,60.0,0
M0002,200,168,254867.29,1517.07,0.0683252251911376,0.0024384437255551,1.4243,1.4052,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.8878252208736822,156.96666666666667,12.427370921582694,60.0,0.6682815954879251,239678.83716666666,22727.624007427537,60.0,0.4204325802203167,0.06507768000219491,0.007724294790001513,60.0,0.9887044669185294,0.002157366128553722,0.00028428879043846723,60.0,1.3640724866803322,1.3167633333333335,0.07883500892857419,60.0,0.2010253830040475,1.3804216666666667,0.12325972453356526,60.0,0
M0002,201,177,253088.37,1429.88,0.0726850230905191,0.0017759910795116,1.2167,1.2896,groceries,unknown_intl,0,0,none,normal,0,[],[],0,1.585670783969029,157.16666666666666,12.507850642041422,60.0,0.5650386706239336,240313.37716666667,22609.059339649742,60.0,0.9704707740229555,0.06519260543723183,0.007720394940105671,60.0,-1.3440868270258286,0.0021610862420444335,0.0002865106292165405,60.0,-1.2837193669066858,1.31922,0.07986169145912123,60.0,-0.7376800871059567,1.3805416666666668,0.12328063107063955,60.0,0
M0002,202,151,220658.86,1461.32,0.0731711521077762,0.0018558138037417,1.4149,1.3392,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.49766636020128335,157.31666666666666,12.69257312089943,60.0,-0.867061160895096,240137.22049999997,22464.80568901486,60.0,1.016705078929603,0.06526910726507845,0.007772209470043261,60.0,-1.020217500734284,0.00215010053214845,0.0002884548914275068,60.0,1.196112310770278,1.3187716666666667,0.08036731372777879,60.0,-0.3336582256996255,1.3803733333333335,0.12339972511392432,60.0,0
M0002,203,169,275056.21,1627.55,0.0666098489402374,0.0025737705227034,1.3342,1.4853,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.9602522390350245,156.95,12.54878615238563,60.0,1.632838603921307,239152.214,21988.698646501605,60.0,0.14035246547488947,0.06551751593829001,0.007782784564926773,60.0,1.4858719611857263,0.00214259826879114,0.00029018129769955726,60.0,0.16517179884871666,1.32078,0.08124873673072706,60.0,0.8456581560485121,1.3823266666666667,0.12176709063446457,60.0,0
M0002,204,151,249775.43,1654.14,0.0724467430627126,0.0022832029319684,1.4467,1.2825,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.49209180704953914,157.21666666666667,12.633144014203905,60.0,0.43805258709427514,239960.78516666667,22405.1749093336,60.0,0.905958549759065,0.06543281509570045,0.007741996550369189,60.0,0.4457779715442727,0.002151676566274985,0.0002950490470351832,60.0,1.56688409795063,1.3199833333333333,0.08087175486202391,60.0,-0.8190157466293998,1.3817916666666668,0.12123291533196336,60.0,0
M0002,205,149,273427.8,1835.09,0.0760219541074764,0.0030464277692645,1.2303,1.2099,groceries,unknown_intl,0,0,none,normal,1,['dispute_rate'],['dispute'],0,-0.6297276874883528,156.9,12.545105062013207,60.0,1.5064978240197433,239815.83933333334,22311.323740900505,60.0,1.3576114918163518,0.0654713142433974,0.007771472124151864,60.0,3.0309455551188895,0.002151881726724885,0.00029513761506828727,60.0,-1.1165533802017935,1.3223833333333335,0.08247105330216402,60.0,-1.4014565645747281,1.3806616666666665,0.12184585022689168,60.0,0
M0002,206,160,225975.27,1412.35,0.0618413421533669,0.0022248897973929,1.1229,1.2871,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.25302202227911524,156.81666666666666,12.58125006139473,60.0,-0.6603673811564565,240808.37533333333,22461.898871136138,60.0,-0.48963770676149226,0.06569883326026629,0.00787825580757083,60.0,0.20206251160332467,0.0021613795514754896,0.0003143098906049888,60.0,-2.398351640879681,1.3218633333333334,0.08295836604692233,60.0,-0.7320637567029578,1.3777450000000002,0.12382118247219884,60.0,0
M0002,207,147,231766.03,1576.64,0.086896619018098,0.0020287784917833,1.2946,1.2746,groceries,unknown_intl,0,0,none,normal,1,['refund_rate'],['refund'],0,-0.7932487143678812,156.96666666666667,12.564365357476614,60.0,-0.4179069215215312,241050.61,22216.86103258673,60.0,2.6903279507298583,0.0656842184697158,0.007884689501377518,60.0,-0.45624346853963726,0.00216977429557625,0.0003090363227428876,60.0,-0.2675755802727672,1.3177716666666666,0.08659858512890205,60.0,-0.8588379103494268,1.3793499999999999,0.12196713575135652,60.0,0
M0002,208,162,244816.34,1511.21,0.0541338718315783,0.0025057429069296,1.2162,1.461,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.43909483362774826,156.53333333333333,12.449854218282942,60.0,0.18597296037162375,240689.88233333334,22188.481908449958,60.0,-1.4256047489899033,0.06603316798156689,0.008346840986900264,60.0,1.108246582365351,0.0021639970850763418,0.00030836623120809805,60.0,-1.1627552645068955,1.3155849999999998,0.08547370459952061,60.0,0.6849967884076426,1.3770083333333334,0.12261614665656378,60.0,0
M0002,209,156,230541.53,1477.83,0.0557424122666398,0.0020040937180859,1.4352,1.3797,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.05348268908402247,156.66666666666666,12.465092501600084,60.0,-0.4690924027680157,240932.81683333332,22151.897519585727,60.0,-1.185763209942585,0.06564766618152411,0.00835348392649484,60.0,-0.5253040618368213,0.00216749876741688,0.00031106755344629253,60.0,1.483930837090439,1.3111633333333332,0.08358655509165575,60.0,0.004013298273971842,1.379206666666667,0.12292466187537446,60.0,0
M0002,210,166,230139.61,1386.38,0.0685691813536387,0.0019395032147375,1.3019,1.3782,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.7411287710910918,156.8,12.41349730149556,60.0,-0.4772813810996621,240731.01333333334,22191.10938065639,60.0,0.363170548172696,0.06550039630910422,0.008449983237834581,60.0,-0.7624943499832831,0.002172599460185739,0.00030570225924080497,60.0,-0.14484665056522816,1.3141766666666668,0.08475630343373536,60.0,-0.005207941864195412,1.37884,0.12288923660994998,60.0,0
M0002,211,169,281562.18,1666.05,0.0637093802699939,0.0024007017359983,1.4022,1.2413,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.9585277143106219,157.21666666666667,12.293158723958197,60.0,1.849865598741724,241040.46716666667,21905.219958085676,60.0,-0.20031231816270822,0.06538312210181602,0.008355661035596337,60.0,0.7524083277824639,0.0021696321935379364,0.00030710657222705575,60.0,1.084899563876036,1.3119216666666667,0.08321354007258937,60.0,-1.1562264969951246,1.3814183333333332,0.12118588675962852,60.0,0
M0002,212,140,205743.37,1469.6,0.0682989998179474,0.0018166485089777,1.2958,1.3165,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-1.4381369518600582,157.63333333333333,12.261233751435645,60.0,-1.6859973488499893,242439.48983333335,21765.229855410867,60.0,0.347705199481271,0.06539468474504619,0.008352808865769225,60.0,-1.1776492404800063,0.002177769113116353,0.00030664529957278404,60.0,-0.21388504925328708,1.3137616666666667,0.08397813091365763,60.0,-0.5206607602057736,1.380155,0.12225810905135721,60.0,0
M0002,213,159,227666.9,1431.87,0.0566477989771939,0.0023009146227762,1.3447,1.4559,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.11965568941526783,157.51666666666668,12.396680346601636,60.0,-0.659141595083598,242216.86666666667,22074.113931197622,60.0,-1.0589046326848526,0.06549187522414489,0.008352098927480213,60.0,0.41021583274711265,0.0021738408237594368,0.00030977302403415694,60.0,0.3741227026443295,1.313275,0.08399650643461516,60.0,0.621650240465907,1.3798016666666666,0.12241342217820123,60.0,0
M0002,214,171,289713.66,1694.23,0.0700464029000998,0.0021116694715295,1.1791,1.2608,groceries,unknown_intl,0,0,none,normal,0,[],[],0,1.121471183026246,157.28333333333333,12.230957758230382,60.0,2.157372999693304,242358.92799999999,21950.18293393494,60.0,0.5658337883327578,0.06528461715650383,0.00841552032024577,60.0,-0.21079712527713473,0.0021770342781948166,0.000310083956692396,60.0,-1.6017110988667862,1.313795,0.08409444131048165,60.0,-0.9835372611172793,1.3815283333333332,0.12274912004471317,60.0,0
M0002,215,157,225934.47,1439.07,0.0658010170978753,0.0023268111145546,1.2426,1.5548,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.08178773861180086,157.96666666666667,11.81921255036622,60.0,-0.7687129513066574,243384.90600000002,22700.848177902797,60.0,0.032091032269618285,0.06553370733726264,0.008329733938341433,60.0,0.49476231273672017,0.0021736104289654347,0.00030964501871970314,60.0,-0.8045050115433927,1.3116833333333333,0.08587060657434727,60.0,1.411618118198587,1.3803750000000001,0.12356387166706913,60.0,0
M0002,216,179,271131.11,1514.7,0.0560157566749055,0.0028042068063714,1.4385,1.4561,groceries,unknown_intl,0,0,none,normal,0,[],[],0,1.7795883815188356,157.96666666666667,11.81921255036622,60.0,1.2324593496203036,243024.92066666664,22804.962566913306,60.0,-1.1933916337818509,0.06575166623336794,0.00815818485974248,60.0,2.021940227655496,0.0021801732877832834,0.00030863104163652904,60.0,1.4767380246703499,1.3116383333333335,0.08590668388523792,60.0,0.5710784714143734,1.38466,0.12509664358921915,60.0,0
M0002,217,175,266288.61,1521.65,0.0608912103899223,0.0025913647563699,1.3789,1.2737,groceries,unknown_intl,0,0,none,normal,0,[],[],0,1.3730289291719755,158.55,11.980810928667317,60.0,0.9847684991402751,243554.74250000002,23085.494225137318,60.0,-0.6152043062980065,0.06583317484659724,0.008033045942758808,60.0,1.2578669469386543,0.002190144506974327,0.0003189687513230606,60.0,0.7756273706033541,1.3119416666666666,0.08632796607119102,60.0,-0.8931282602613725,1.3857283333333335,0.12543364521972297,60.0,0
M0002,218,176,288257.19,1637.82,0.0624124567187539,0.0019600638313273,1.432,1.3055,groceries,unknown_intl,0,0,none,normal,0,[],[],0,1.409749569538639,158.85,12.16528124609578,60.0,1.9254916761446408,243648.49649999998,23167.429936294913,60.0,-0.39503197151840497,0.0654869951322466,0.007783011591884398,60.0,-0.7272958227217763,0.0021948411175568617,0.00032280851738010675,60.0,1.3936832521348232,1.3118233333333333,0.08622954066684935,60.0,-0.6102795741360553,1.3792366666666667,0.12082440539002501,60.0,0
M0002,219,166,275809.94,1661.51,0.0572116656447789,0.0017088064239982,1.3173,1.2632,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.5596264149569281,159.08333333333334,12.359435655300512,60.0,1.3411637677694879,244019.6188333333,23703.534147464863,60.0,-1.0591708924478491,0.06546298435398207,0.007790356370286528,60.0,-1.4908643934999979,0.00219203299873876,0.0003241251027574164,60.0,0.04198814413022216,1.3136216666666667,0.08760409419204702,60.0,-0.9400080686870094,1.3767083333333334,0.12075250959481681,60.0,0
M0002,220,161,235101.83,1460.26,0.0672501352024035,0.0021901619788769,1.3124,1.3779,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.1675062921177157,158.95,12.238346238118421,60.0,-0.38291000731922564,244279.45616666667,23968.102142118867,60.0,0.23156830410486087,0.0654411322744652,0.007811962586724003,60.0,0.0048318030425774745,0.002188576195608122,0.00032819700116173836,60.0,-0.02405556618049776,1.3145016666666665,0.08736716695407909,60.0,0.03600119151052758,1.3735366666666666,0.12119969229511014,60.0,0
M0002,221,171,250492.8,1464.87,0.0751307587082364,0.0024205003111927,1.1416,1.4672,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.9846101561065683,158.95,12.238346238118421,60.0,0.26967177766812167,244025.14533333332,23983.431720564582,60.0,1.2294917047456722,0.06556695869657585,0.007778661681689742,60.0,0.7276920124824746,0.002183483017302387,0.00032571100111672765,60.0,-1.9840070580967022,1.31484,0.08731823775173092,60.0,0.7617384539478066,1.3763,0.11933229775771349,60.0,0
M0002,222,156,249560.5,1599.75,0.0846140585065921,0.0013506511454223,1.3372,1.3806,groceries,unknown_intl,0,0,none,normal,1,['dispute_rate'],['dispute'],0,-0.2410456398767106,158.95,12.238346238118421,60.0,0.23668196932974217,243897.36200000002,23927.20500018389,60.0,2.4148379674405964,0.06590311643967721,0.007748321965778088,60.0,-2.5570883949408394,0.00218343878552528,0.00032567808048819806,60.0,0.2797572761936164,1.3119833333333333,0.09013766151059655,60.0,0.040962201755887176,1.3757333333333335,0.1188087177459187,60.0,0
M0002,223,137,219623.05,1603.09,0.0797460365816668,0.0023667007390389,1.2175,1.3323,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-2.052227947431844,159.58333333333334,11.004300648762777,60.0,-1.1004422321978973,244861.1378333333,22934.495873468666,60.0,1.669255389954118,0.06637665852363228,0.0080091866939558,60.0,0.5782334875927843,0.0021684741511757183,0.0003428140917407073,60.0,-1.0535151327227403,1.3095583333333336,0.08738207024650409,60.0,-0.42427139521459795,1.3803616666666665,0.11328047850682153,60.0,0
M0002,224,181,273951.0,1513.54,0.0609965833507495,0.0017308674179185,1.3182,1.3554,groceries,unknown_intl,0,0,none,normal,0,[],[],0,1.909861505106063,159.33333333333334,11.344627141151479,60.0,1.268473534442558,244614.431,23127.458479370012,60.0,-0.6715417202616397,0.06639317783440822,0.008036126901477024,60.0,-1.2819327480713,0.0021633308036447135,0.0003373526313114829,60.0,0.14268410560996214,1.30586,0.08648475558821068,60.0,-0.2592522924360994,1.3836249999999999,0.10887078272203458,60.0,0
M0002,225,154,231731.75,1504.75,0.0645260430818902,0.0017979359021287,1.3219,1.2276,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.47204098436716774,159.43333333333334,11.510299980874386,60.0,-0.5560621429017227,244498.82133333336,22959.792347507067,60.0,-0.2208893437352373,0.06630779010374838,0.008066242543568884,60.0,-1.0730924791414465,0.002161824729072037,0.0003391029515317029,60.0,0.18516985674807832,1.305885,0.08648815893284593,60.0,-1.4262397268664893,1.3829433333333334,0.10891810851085283,60.0,0
M0002,226,139,241147.23,1734.87,0.071751732658548,0.0015957972353597,1.4074,1.4335,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-1.8142772139347836,159.6,11.354383906593277,60.0,-0.15831582237449598,244746.63516666667,22735.59971884726,60.0,0.7010190672351678,0.06614391869082378,0.007999517031457569,60.0,-1.6410747773491794,0.0021477551919851716,0.00033633930899666057,60.0,1.1654949044565353,1.306695,0.08640535416751419,60.0,0.46357864300868284,1.38316,0.1085899895501812,60.0,0
M0002,227,165,271725.25,1646.82,0.061545308606923,0.0016043103734546,1.3609,1.4655,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.4864788484587789,159.33333333333334,11.648331031491525,60.0,1.1873671278694802,244726.5618333333,22738.281642604547,60.0,-0.6055677656347305,0.06636821623955495,0.00796427403558508,60.0,-1.550892039998335,0.00213719999516681,0.00034360200966198907,60.0,0.6236367842678151,1.3068833333333336,0.08661558783785502,60.0,0.7527332068338262,1.38364,0.10875035039881202,60.0,0
M0002,228,167,243948.52,1460.77,0.0670875630963983,0.0021877541887551,1.5,1.111,groceries,unknown_intl,0,0,none,normal,1,['geo_entropy'],['geo_mix'],0,0.6397701810433033,159.56666666666666,11.618755536888967,60.0,-0.0646262908239545,245429.27266666666,22912.542988121,60.0,0.10177078637459654,0.0662746420219657,0.007987764498943777,60.0,0.16347489824719766,0.002130530594586785,0.0003500451432108238,60.0,2.2327055027001514,1.310001666666667,0.08509780313774301,60.0,-2.5049302883454465,1.3845816666666666,0.1092172775983209,60.0,0
M0002,229,139,237088.18,1705.67,0.0579470508641618,0.0027189886767069,1.2657,1.5707,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-1.7922904725739885,159.81666666666666,11.614560800945908,60.0,-0.39578997516162473,245978.8616666667,22463.13000483679,60.0,-1.0365351727651007,0.06614701723586701,0.007910938853942283,60.0,1.6750067937496207,0.0021368614539114734,0.0003475372308743261,60.0,-0.5367842248213006,1.3132366666666668,0.08855824085085974,60.0,1.6560256181479889,1.3808916666666666,0.11461678566639864,60.0,0
M0002,230,159,248212.09,1561.08,0.066242366888544,0.0017799253150821,1.2746,1.4566,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.049056044038526064,159.58333333333334,11.891161318984938,60.0,0.09385094691049253,246111.184,22385.55996673814,60.0,0.0463802889717176,0.06587558278070724,0.007908189361658028,60.0,-1.0803135061519469,0.002155744339907212,0.0003478795948444365,60.0,-0.4392287310932723,1.3134416666666666,0.08843152534668423,60.0,0.608174191615312,1.3858966666666668,0.11625507018892878,60.0,0
M0002,231,161,248375.92,1542.71,0.0595434734206725,0.0013837304605368,1.4483,1.3247,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.10457342065038895,159.76666666666668,11.79394654648062,60.0,0.09968083165250952,246144.3451666667,22387.20119343162,60.0,-0.810747348434906,0.06594309434741659,0.007893483634695974,60.0,-2.210584942627516,0.0021393100661294814,0.00034180075645254076,60.0,1.5285591481713792,1.3129166666666665,0.08856924738260406,60.0,-0.5308566574127923,1.3865716666666665,0.11655060891240807,60.0,0
M0002,232,140,214622.55,1533.02,0.0656243971707451,0.0016811400552009,1.2363,1.6463,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-1.6892464391027209,159.88333333333333,11.770534406983732,60.0,-1.4065113513387923,246100.35933333336,22380.060639660755,60.0,-0.03656234303124612,0.0659137610671313,0.007914260203152524,60.0,-1.2498516249971088,0.002119745146365253,0.00035092572781618577,60.0,-0.8777575636117583,1.3155016666666666,0.09023182476579418,60.0,2.2283916552191703,1.386526666666667,0.1165743610307065,60.0,0
M0002,233,157,256487.31,1633.68,0.0598457431626746,0.0020062204161682,1.3325,1.4063,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.20264981041527202,159.43333333333334,12.007577645135349,60.0,0.4784705898748892,245604.2193333333,22745.579136875273,60.0,-0.7714290146404302,0.0659467868098354,0.007908755739508382,60.0,-0.28444960043548045,0.002106382452558203,0.000352125776364808,60.0,0.22294267280994637,1.3124816666666665,0.08979139381897808,60.0,0.14155179954464292,1.3892183333333332,0.12067431655137405,60.0,0
M0002,234,160,231791.31,1448.7,0.0618603387553813,0.0021195242773924,1.4076,1.1041,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.03496050035723705,159.58333333333334,11.918212337038376,60.0,-0.6785540343677603,246609.67383333333,21838.148596581967,60.0,-0.49823652272753216,0.06581874035307629,0.007944824229314277,60.0,0.03369479075896323,0.0021076770792633,0.000351603255644156,60.0,1.0494187532251467,1.31351,0.08965915628135677,60.0,-2.363035343462909,1.389275,0.12068164819832546,60.0,0
M0002,235,149,239719.77,1608.86,0.0571104595369752,0.0024814567753077,1.1487,1.3617,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.8794606462113495,159.38333333333333,11.806478638997604,60.0,-0.29217810891323515,246094.017,21816.305895432062,60.0,-1.083480745636525,0.06573478280118987,0.007959830665147664,60.0,1.0620691158579814,0.0021080286008039336,0.00035160440024856226,60.0,-1.8420426414913675,1.3153199999999998,0.09045393208981292,60.0,-0.16957108647282215,1.3829866666666668,0.12553240714229072,60.0,0
M0002,236,164,250836.7,1529.49,0.0677812892815521,0.0024360138686688,1.3591,1.4,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.4085259451937374,159.15,11.871950991264345,60.0,0.24587854042817772,245539.8338333333,21542.612695856402,60.0,0.2974585495989536,0.06542377351806566,0.007925526990785556,60.0,0.9030078622444067,0.0021157405385993835,0.0003546739108930724,60.0,0.49410546315723436,1.3132266666666665,0.09284117815701141,60.0,0.1463524303434553,1.3816583333333334,0.12532533025671544,60.0,0
M0002,237,167,257940.39,1544.55,0.0645894448985259,0.0018843791717198,1.3715,1.3318,groceries,unknown_intl,0,0,none,normal,0,[],[],0,0.6519530120468352,159.25,11.887359758747849,60.0,0.588751971252435,245327.03833333336,21423.88014401827,60.0,-0.12404219708737889,0.06556786159874896,0.007887773057855716,60.0,-0.652377184685764,0.0021157895804192898,0.0003547187334746463,60.0,0.6164334453128817,1.31416,0.09301896325708936,60.0,-0.39713737973899055,1.381565,0.1253092822254776,60.0,0
M0002,238,157,227432.45,1448.61,0.0585429102203256,0.0016850500093907,1.4109,1.2778,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.1905133239056164,159.26666666666668,11.897680541176353,60.0,-0.8357129111224084,245345.47483333334,21434.42394503054,60.0,-0.895152972851303,0.06559729712223947,0.007880649582655963,60.0,-1.193454210087964,0.0021055590565416736,0.000352346192754207,60.0,1.026920979694777,1.315075,0.09331292465023093,60.0,-0.8433764704977579,1.3827683333333334,0.12446201311661136,60.0,0
M0002,239,153,235190.53,1537.19,0.0586387547289005,0.0021191166908056,1.3829,1.3633,groceries,unknown_intl,0,0,none,normal,0,[],[],0,-0.5751621007390901,159.61666666666667,11.50400323346093,60.0,-0.4843206407746661,245494.4825,21275.063733643365,60.0,-0.8538806824820481,0.06537358545569717,0.00788732063503295,60.0,0.06040352944068189,0.002097588627494085,0.0003564040629886762,60.0,0.7019877673412532,1.31683,0.0941184491721803,60.0,-0.13768240688466338,1.3805283333333334,0.12513097151014788,60.0,0
M0003,0,186,254766.12,1369.71,0.0551047613375294,0.0084785726738232,1.1626,1.6091,groceries,chennai,0,0,none,normal,0,[],[],0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0
M0003,1,212,304526.08,1436.44,0.0563485082000635,0.0058589601215181,1.243,1.4347,groceries,chennai,0,0,none,normal,0,[],[],0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,0
M0003,2,176,246800.64,1402.28,0.0563191118952328,0.0052928878942599,1.206,1.2189,groceries,chennai,0,0,none,normal,0,[],[],0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,0
M0003,3,201,292084.41,1453.16,0.0754102262955094,0.0082057895953224,1.3364,1.3951,groceries,chennai,0,0,none,normal,0,[],[],0,,,,3.0,,,,3.0,,,,3.0,,,,3.0,,,,3.0,,,,3.0,1
M0003,4,182,270487.61,1486.2,0.0575887394246528,0.0088355511305499,1.2414,1.3044,groceries,chennai,0,0,none,normal,0,[],[],0,,,,4.0,,,,4.0,,,,4.0,,,,4.0,,,,4.0,,,,4.0,0
M0003,5,234,326690.66,1396.11,0.0522453919870457,0.0081545802943008,1.2816,1.46,groceries,chennai,0,0,none,normal,0,[],[],0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,1
M0003,6,211,309297.92,1465.87,0.0487620723307034,0.0060382142013477,1.2953,1.3262,groceries,chennai,0,0,none,normal,0,[],[],0,,,,6.0,,,,6.0,,,,6.0,,,,6.0,,,,6.0,,,,6.0,1
M0003,7,186,286817.37,1542.03,0.0516002956591184,0.0069358663583788,1.3174,1.333,groceries,chennai,0,0,none,normal,0,[],[],0,,,,7.0,,,,7.0,,,,7.0,,,,7.0,,,,7.0,,,,7.0,0
M0003,8,169,265959.83,1573.73,0.0547340557730254,0.0067652496373077,1.2508,1.5271,groceries,chennai,0,0,none,normal,0,[],[],0,,,,8.0,,,,8.0,,,,8.0,,,,8.0,,,,8.0,,,,8.0,0
M0003,9,176,274879.94,1561.82,0.0645725326170553,0.0069497180942288,1.3215,1.4244,groceries,chennai,0,0,none,normal,0,[],[],0,,,,9.0,,,,9.0,,,,9.0,,,,9.0,,,,9.0,,,,9.0,0
M0003,10,204,307039.9,1505.1,0.063342847320228,0.0062524213771632,1.3304,1.2375,groceries,chennai,0,0,none,normal,0,[],[],0,,,,10.0,,,,10.0,,,,10.0,,,,10.0,,,,10.0,,,,10.0,1
M0003,11,199,290329.01,1458.94,0.0347534057504061,0.0084506309170332,1.2607,1.4495,groceries,chennai,0,0,none,normal,0,[],[],0,,,,11.0,,,,11.0,,,,11.0,,,,11.0,,,,11.0,,,,11.0,0
M0003,12,178,240995.22,1353.91,0.0545228351405156,0.0073904168102558,1.394,1.3524,groceries,chennai,0,0,none,normal,0,[],[],0,,,,12.0,,,,12.0,,,,12.0,,,,12.0,,,,12.0,,,,12.0,0
M0003,13,184,279873.03,1521.05,0.0540682526672535,0.0091395065873543,1.3219,1.2236,groceries,chennai,0,0,none,normal,0,[],[],0,,,,13.0,,,,13.0,,,,13.0,,,,13.0,,,,13.0,,,,13.0,0
M0003,14,179,262145.18,1464.5,0.066873927495133,0.0088252525722226,1.1718,1.4187,groceries,chennai,0,0,none,normal,0,[],[],0,,,,14.0,,,,14.0,,,,14.0,,,,14.0,,,,14.0,,,,14.0,0
M0003,15,179,269214.87,1503.99,0.0553247641387747,0.0082447715555561,1.2566,1.4103,groceries,chennai,0,0,none,normal,0,[],[],0,,,,15.0,,,,15.0,,,,15.0,,,,15.0,,,,15.0,,,,15.0,0
M0003,16,147,204600.69,1391.84,0.0483663585787199,0.0078166716014632,1.2297,1.5539,groceries,chennai,0,0,none,normal,0,[],[],0,,,,16.0,,,,16.0,,,,16.0,,,,16.0,,,,16.0,,,,16.0,0
